% output_type: 'OUTPUT_TYPE_SCATTER'
% log_source: 'SimulationHelper::ProgressCb'
% time_sec ut_id latitude_deg longitude_deg altitude_m
111.6 4 55.95 92.85 0
111.6 5 56 100.95 0
111.6 6 56.03 101 0
111.6 7 55.98 100.9 0
111.6 8 56.05 101.05 0
111.6 9 55.95 100.85 0
112.8 0 56 92.95 0
112.8 1 56.03 93 0
112.8 2 55.98 92.9 0
112.8 3 56.05 93.05 0
112.8 4 55.95 92.85 0
112.8 5 56 100.95 0
112.8 6 56.03 101 0
112.8 7 55.98 100.9 0
112.8 8 56.05 101.05 0
112.8 9 55.95 100.85 0
114 0 56 92.95 0
114 1 56.03 93 0
114 2 55.98 92.9 0
114 3 56.05 93.05 0
114 4 55.95 92.85 0
114 5 56 100.95 0
114 6 56.03 101 0
114 7 55.98 100.9 0
114 8 56.05 101.05 0
114 9 55.95 100.85 0
115.2 0 56 92.95 0
115.2 1 56.03 93 0
115.2 2 55.98 92.9 0
115.2 3 56.05 93.05 0
115.2 4 55.95 92.85 0
115.2 5 56 100.95 0
115.2 6 56.03 101 0
115.2 7 55.98 100.9 0
115.2 8 56.05 101.05 0
115.2 9 55.95 100.85 0
116.4 0 56 92.95 0
116.4 1 56.03 93 0
116.4 2 55.98 92.9 0
116.4 3 56.05 93.05 0
116.4 4 55.95 92.85 0
116.4 5 56 100.95 0
116.4 6 56.03 101 0
116.4 7 55.98 100.9 0
116.4 8 56.05 101.05 0
116.4 9 55.95 100.85 0
117.6 0 56 92.95 0
117.6 1 56.03 93 0
117.6 2 55.98 92.9 0
117.6 3 56.05 93.05 0
117.6 4 55.95 92.85 0
117.6 5 56 100.95 0
117.6 6 56.03 101 0
117.6 7 55.98 100.9 0
117.6 8 56.05 101.05 0
117.6 9 55.95 100.85 0
118.8 0 56 92.95 0
118.8 1 56.03 93 0
118.8 2 55.98 92.9 0
118.8 3 56.05 93.05 0
118.8 4 55.95 92.85 0
118.8 5 56 100.95 0
118.8 6 56.03 101 0
118.8 7 55.98 100.9 0
118.8 8 56.05 101.05 0
118.8 9 55.95 100.85 0
