% output_type: 'OUTPUT_TYPE_TABLE'
% source: 'sat-handover-hap'
% count: 160
% node_id role dev_id device_type ip_address
2 GW 44 ns3::SatNetDevice 40.44.0.1
2 GW 45 ns3::SatNetDevice 40.45.0.1
2 GW 46 ns3::SatNetDevice 40.46.0.1
2 GW 47 ns3::SatNetDevice 40.47.0.1
2 GW 48 ns3::SatNetDevice 40.48.0.1
2 GW 49 ns3::SatNetDevice 40.49.0.1
2 GW 50 ns3::SatNetDevice 40.50.0.1
2 GW 51 ns3::SatNetDevice 40.51.0.1
2 GW 52 ns3::SatNetDevice 40.52.0.1
2 GW 53 ns3::SatNetDevice 40.53.0.1
2 GW 54 ns3::SatNetDevice 40.54.0.1
2 GW 55 ns3::SatNetDevice 40.55.0.1
2 GW 56 ns3::SatNetDevice 40.56.0.1
2 GW 57 ns3::SatNetDevice 40.57.0.1
2 GW 58 ns3::SatNetDevice 40.58.0.1
2 GW 59 ns3::SatNetDevice 40.59.0.1
2 GW 60 ns3::SatNetDevice 40.60.0.1
2 GW 61 ns3::SatNetDevice 40.61.0.1
2 GW 62 ns3::SatNetDevice 40.62.0.1
2 GW 63 ns3::SatNetDevice 40.63.0.1
2 GW 64 ns3::SatNetDevice 40.64.0.1
2 GW 65 ns3::SatNetDevice 40.65.0.1
2 GW 66 ns3::SatNetDevice 40.66.0.1
2 GW 67 ns3::SatNetDevice 40.67.0.1
2 GW 68 ns3::SatNetDevice 40.68.0.1
2 GW 69 ns3::SatNetDevice 40.69.0.1
2 GW 70 ns3::SatNetDevice 40.70.0.1
2 GW 71 ns3::SatNetDevice 40.71.0.1
2 GW 72 ns3::SatNetDevice 40.72.0.1
2 GW 73 ns3::SatSimpleNetDevice 90.1.0.1
3 GW 1 ns3::SatNetDevice 40.73.0.1
3 GW 2 ns3::SatNetDevice 40.74.0.1
3 GW 3 ns3::SatNetDevice 40.75.0.1
3 GW 4 ns3::SatNetDevice 40.76.0.1
3 GW 5 ns3::SatNetDevice 40.77.0.1
3 GW 6 ns3::SatNetDevice 40.78.0.1
3 GW 7 ns3::SatNetDevice 40.79.0.1
3 GW 8 ns3::SatNetDevice 40.80.0.1
3 GW 9 ns3::SatNetDevice 40.81.0.1
3 GW 10 ns3::SatNetDevice 40.82.0.1
3 GW 11 ns3::SatNetDevice 40.83.0.1
3 GW 12 ns3::SatNetDevice 40.84.0.1
3 GW 13 ns3::SatNetDevice 40.85.0.1
3 GW 14 ns3::SatNetDevice 40.86.0.1
3 GW 15 ns3::SatNetDevice 40.87.0.1
3 GW 16 ns3::SatNetDevice 40.88.0.1
3 GW 17 ns3::SatNetDevice 40.89.0.1
3 GW 18 ns3::SatNetDevice 40.90.0.1
3 GW 19 ns3::SatNetDevice 40.91.0.1
3 GW 20 ns3::SatNetDevice 40.92.0.1
3 GW 21 ns3::SatNetDevice 40.93.0.1
3 GW 22 ns3::SatNetDevice 40.94.0.1
3 GW 23 ns3::SatNetDevice 40.95.0.1
3 GW 24 ns3::SatNetDevice 40.96.0.1
3 GW 25 ns3::SatNetDevice 40.97.0.1
3 GW 26 ns3::SatNetDevice 40.98.0.1
3 GW 27 ns3::SatNetDevice 40.99.0.1
3 GW 28 ns3::SatNetDevice 40.100.0.1
3 GW 29 ns3::SatNetDevice 40.101.0.1
3 GW 30 ns3::SatNetDevice 40.102.0.1
3 GW 31 ns3::SatNetDevice 40.103.0.1
3 GW 32 ns3::SatNetDevice 40.104.0.1
3 GW 33 ns3::SatNetDevice 40.105.0.1
3 GW 34 ns3::SatNetDevice 40.106.0.1
3 GW 35 ns3::SatNetDevice 40.107.0.1
3 GW 36 ns3::SatNetDevice 40.108.0.1
3 GW 37 ns3::SatNetDevice 40.109.0.1
3 GW 38 ns3::SatNetDevice 40.110.0.1
3 GW 39 ns3::SatNetDevice 40.111.0.1
3 GW 40 ns3::SatNetDevice 40.112.0.1
3 GW 41 ns3::SatNetDevice 40.113.0.1
3 GW 42 ns3::SatNetDevice 40.114.0.1
3 GW 43 ns3::SatNetDevice 40.115.0.1
3 GW 44 ns3::SatNetDevice 40.116.0.1
3 GW 45 ns3::SatNetDevice 40.117.0.1
3 GW 46 ns3::SatNetDevice 40.118.0.1
3 GW 47 ns3::SatNetDevice 40.119.0.1
3 GW 48 ns3::SatNetDevice 40.120.0.1
3 GW 49 ns3::SatNetDevice 40.121.0.1
3 GW 50 ns3::SatNetDevice 40.122.0.1
3 GW 51 ns3::SatNetDevice 40.123.0.1
3 GW 52 ns3::SatNetDevice 40.124.0.1
3 GW 53 ns3::SatNetDevice 40.125.0.1
3 GW 54 ns3::SatNetDevice 40.126.0.1
3 GW 55 ns3::SatNetDevice 40.127.0.1
3 GW 56 ns3::SatNetDevice 40.128.0.1
3 GW 57 ns3::SatNetDevice 40.129.0.1
3 GW 58 ns3::SatNetDevice 40.130.0.1
3 GW 59 ns3::SatNetDevice 40.131.0.1
3 GW 60 ns3::SatNetDevice 40.132.0.1
3 GW 61 ns3::SatNetDevice 40.133.0.1
3 GW 62 ns3::SatNetDevice 40.134.0.1
3 GW 63 ns3::SatNetDevice 40.135.0.1
3 GW 64 ns3::SatNetDevice 40.136.0.1
3 GW 65 ns3::SatNetDevice 40.137.0.1
3 GW 66 ns3::SatNetDevice 40.138.0.1
3 GW 67 ns3::SatNetDevice 40.139.0.1
3 GW 68 ns3::SatNetDevice 40.140.0.1
3 GW 69 ns3::SatNetDevice 40.141.0.1
3 GW 70 ns3::SatNetDevice 40.142.0.1
3 GW 71 ns3::SatNetDevice 40.143.0.1
3 GW 72 ns3::SatNetDevice 40.144.0.1
3 GW 73 ns3::SatSimpleNetDevice 90.2.0.1
0 SAT 0 ns3::SatOrbiterNetDeviceDvb N/A
0 SAT 1 ns3::PointToPointIslNetDevice N/A
1 SAT 0 ns3::SatOrbiterNetDeviceDvb N/A
1 SAT 1 ns3::PointToPointIslNetDevice N/A
4 UT 1 ns3::CsmaNetDevice 10.1.0.1
4 UT 2 ns3::SatNetDevice 40.57.0.2
5 UT 1 ns3::CsmaNetDevice 10.2.0.1
5 UT 2 ns3::SatNetDevice 40.57.0.3
6 UT 1 ns3::CsmaNetDevice 10.3.0.1
6 UT 2 ns3::SatNetDevice 40.57.0.4
10 UT 1 ns3::CsmaNetDevice 10.4.0.1
10 UT 2 ns3::SatNetDevice 40.61.0.2
12 UT 1 ns3::CsmaNetDevice 10.5.0.1
12 UT 2 ns3::SatNetDevice 40.136.0.2
