% output_type: 'OUTPUT_TYPE_TABLE'
% source: 'sat-handover-hap'
% count: 160
% node_id role dev_id device_type ip_address
2 GW 1 ns3::SatNetDevice 40.1.0.1
2 GW 2 ns3::SatNetDevice 40.2.0.1
2 GW 3 ns3::SatNetDevice 40.3.0.1
2 GW 4 ns3::SatNetDevice 40.4.0.1
2 GW 5 ns3::SatNetDevice 40.5.0.1
2 GW 6 ns3::SatNetDevice 40.6.0.1
2 GW 7 ns3::SatNetDevice 40.7.0.1
2 GW 8 ns3::SatNetDevice 40.8.0.1
2 GW 9 ns3::SatNetDevice 40.9.0.1
2 GW 10 ns3::SatNetDevice 40.10.0.1
2 GW 11 ns3::SatNetDevice 40.11.0.1
2 GW 12 ns3::SatNetDevice 40.12.0.1
2 GW 13 ns3::SatNetDevice 40.13.0.1
2 GW 14 ns3::SatNetDevice 40.14.0.1
2 GW 15 ns3::SatNetDevice 40.15.0.1
2 GW 16 ns3::SatNetDevice 40.16.0.1
2 GW 17 ns3::SatNetDevice 40.17.0.1
2 GW 18 ns3::SatNetDevice 40.18.0.1
2 GW 19 ns3::SatNetDevice 40.19.0.1
2 GW 20 ns3::SatNetDevice 40.20.0.1
2 GW 21 ns3::SatNetDevice 40.21.0.1
2 GW 22 ns3::SatNetDevice 40.22.0.1
2 GW 23 ns3::SatNetDevice 40.23.0.1
2 GW 24 ns3::SatNetDevice 40.24.0.1
2 GW 25 ns3::SatNetDevice 40.25.0.1
2 GW 26 ns3::SatNetDevice 40.26.0.1
2 GW 27 ns3::SatNetDevice 40.27.0.1
2 GW 28 ns3::SatNetDevice 40.28.0.1
2 GW 29 ns3::SatNetDevice 40.29.0.1
2 GW 30 ns3::SatNetDevice 40.30.0.1
2 GW 31 ns3::SatNetDevice 40.31.0.1
2 GW 32 ns3::SatNetDevice 40.32.0.1
2 GW 33 ns3::SatNetDevice 40.33.0.1
2 GW 34 ns3::SatNetDevice 40.34.0.1
2 GW 35 ns3::SatNetDevice 40.35.0.1
2 GW 36 ns3::SatNetDevice 40.36.0.1
2 GW 37 ns3::SatNetDevice 40.37.0.1
2 GW 38 ns3::SatNetDevice 40.38.0.1
2 GW 39 ns3::SatNetDevice 40.39.0.1
2 GW 40 ns3::SatNetDevice 40.40.0.1
2 GW 41 ns3::SatNetDevice 40.41.0.1
2 GW 42 ns3::SatNetDevice 40.42.0.1
2 GW 43 ns3::SatNetDevice 40.43.0.1
