# time lat lon alt
653.000 56.059744483 92.916172704 20000.000
654.000 56.059786141 92.916030131 20000.000
655.000 56.059827667 92.915887433 20000.000
656.000 56.059869060 92.915744612 20000.000
657.000 56.059910319 92.915601668 20000.000
658.000 56.059951446 92.915458600 20000.000
659.000 56.059992439 92.915315411 20000.000
660.000 56.060033299 92.915172099 20000.000
661.000 56.060074025 92.915028666 20000.000
662.000 56.060114617 92.914885112 20000.000
663.000 56.060155075 92.914741436 20000.000
664.000 56.060195400 92.914597641 20000.000
665.000 56.060235591 92.914453725 20000.000
666.000 56.060275647 92.914309690 20000.000
667.000 56.060315569 92.914165535 20000.000
668.000 56.060355357 92.914021262 20000.000
669.000 56.060395010 92.913876870 20000.000
670.000 56.060434529 92.913732360 20000.000
671.000 56.060473913 92.913587733 20000.000
672.000 56.060513162 92.913442988 20000.000
673.000 56.060552277 92.913298126 20000.000
674.000 56.060591256 92.913153149 20000.000
675.000 56.060630100 92.913008055 20000.000
676.000 56.060668809 92.912862845 20000.000
677.000 56.060707383 92.912717520 20000.000
678.000 56.060745821 92.912572081 20000.000
679.000 56.060784123 92.912426527 20000.000
680.000 56.060822290 92.912280859 20000.000
681.000 56.060860321 92.912135077 20000.000
682.000 56.060898217 92.911989183 20000.000
683.000 56.060935976 92.911843175 20000.000
684.000 56.060973599 92.911697055 20000.000
685.000 56.061011086 92.911550824 20000.000
686.000 56.061048437 92.911404480 20000.000
687.000 56.061085651 92.911258026 20000.000
688.000 56.061122729 92.911111460 20000.000
689.000 56.061159670 92.910964785 20000.000
690.000 56.061196475 92.910817999 20000.000
691.000 56.061233142 92.910671104 20000.000
692.000 56.061269673 92.910524100 20000.000
693.000 56.061306067 92.910376987 20000.000
694.000 56.061342324 92.910229766 20000.000
695.000 56.061378443 92.910082437 20000.000
696.000 56.061414425 92.909935000 20000.000
697.000 56.061450270 92.909787457 20000.000
698.000 56.061485977 92.909639806 20000.000
699.000 56.061521547 92.909492050 20000.000
700.000 56.061556978 92.909344187 20000.000
701.000 56.061592272 92.909196220 20000.000
702.000 56.061627429 92.909048147 20000.000
703.000 56.061662447 92.908899969 20000.000
704.000 56.061697327 92.908751688 20000.000
705.000 56.061732069 92.908603302 20000.000
706.000 56.061766672 92.908454813 20000.000
707.000 56.061801137 92.908306222 20000.000
708.000 56.061835464 92.908157527 20000.000
709.000 56.061869652 92.908008731 20000.000
710.000 56.061903701 92.907859833 20000.000
711.000 56.061937612 92.907710833 20000.000
712.000 56.061971383 92.907561733 20000.000
713.000 56.062005016 92.907412532 20000.000
714.000 56.062038510 92.907263231 20000.000
715.000 56.062071864 92.907113830 20000.000
716.000 56.062105080 92.906964330 20000.000
717.000 56.062138156 92.906814732 20000.000
718.000 56.062171092 92.906665035 20000.000
719.000 56.062203889 92.906515240 20000.000
720.000 56.062236547 92.906365347 20000.000
721.000 56.062269064 92.906215357 20000.000
722.000 56.062301442 92.906065271 20000.000
723.000 56.062333680 92.905915088 20000.000
724.000 56.062365778 92.905764809 20000.000
725.000 56.062397736 92.905614435 20000.000
726.000 56.062429554 92.905463966 20000.000
727.000 56.062461232 92.905313402 20000.000
728.000 56.062492769 92.905162744 20000.000
729.000 56.062524166 92.905011992 20000.000
730.000 56.062555422 92.904861146 20000.000
731.000 56.062586538 92.904710208 20000.000
732.000 56.062617513 92.904559177 20000.000
733.000 56.062648348 92.904408054 20000.000
734.000 56.062679041 92.904256839 20000.000
735.000 56.062709594 92.904105533 20000.000
736.000 56.062740005 92.903954136 20000.000
737.000 56.062770276 92.903802649 20000.000
738.000 56.062800405 92.903651071 20000.000
739.000 56.062830393 92.903499404 20000.000
740.000 56.062860240 92.903347648 20000.000
741.000 56.062889945 92.903195803 20000.000
742.000 56.062919509 92.903043869 20000.000
743.000 56.062948931 92.902891848 20000.000
744.000 56.062978211 92.902739739 20000.000
745.000 56.063007350 92.902587543 20000.000
746.000 56.063036347 92.902435261 20000.000
747.000 56.063065202 92.902282892 20000.000
748.000 56.063093915 92.902130437 20000.000
749.000 56.063122486 92.901977897 20000.000
750.000 56.063150914 92.901825272 20000.000
751.000 56.063179201 92.901672562 20000.000
752.000 56.063207345 92.901519769 20000.000
753.000 56.063235347 92.901366891 20000.000
754.000 56.063263206 92.901213931 20000.000
755.000 56.063290923 92.901060887 20000.000
756.000 56.063318497 92.900907761 20000.000
757.000 56.063345928 92.900754553 20000.000
758.000 56.063373217 92.900601264 20000.000
759.000 56.063400362 92.900447893 20000.000
760.000 56.063427365 92.900294442 20000.000
761.000 56.063454225 92.900140910 20000.000
762.000 56.063480942 92.899987299 20000.000
763.000 56.063507515 92.899833608 20000.000
764.000 56.063533946 92.899679838 20000.000
765.000 56.063560233 92.899525989 20000.000
766.000 56.063586376 92.899372063 20000.000
767.000 56.063612376 92.899218058 20000.000
768.000 56.063638233 92.899063976 20000.000
769.000 56.063663946 92.898909818 20000.000
770.000 56.063689516 92.898755583 20000.000
771.000 56.063714941 92.898601272 20000.000
772.000 56.063740223 92.898446885 20000.000
773.000 56.063765361 92.898292423 20000.000
774.000 56.063790355 92.898137887 20000.000
775.000 56.063815205 92.897983276 20000.000
776.000 56.063839911 92.897828591 20000.000
777.000 56.063864473 92.897673833 20000.000
778.000 56.063888890 92.897519001 20000.000
779.000 56.063913164 92.897364098 20000.000
780.000 56.063937293 92.897209122 20000.000
781.000 56.063961277 92.897054074 20000.000
782.000 56.063985117 92.896898955 20000.000
783.000 56.064008813 92.896743765 20000.000
784.000 56.064032363 92.896588505 20000.000
785.000 56.064055770 92.896433175 20000.000
786.000 56.064079031 92.896277775 20000.000
787.000 56.064102147 92.896122306 20000.000
788.000 56.064125119 92.895966768 20000.000
789.000 56.064147946 92.895811163 20000.000
790.000 56.064170628 92.895655489 20000.000
791.000 56.064193164 92.895499748 20000.000
792.000 56.064215556 92.895343939 20000.000
793.000 56.064237802 92.895188065 20000.000
794.000 56.064259903 92.895032124 20000.000
795.000 56.064281859 92.894876117 20000.000
796.000 56.064303669 92.894720046 20000.000
797.000 56.064325334 92.894563909 20000.000
798.000 56.064346854 92.894407708 20000.000
799.000 56.064368227 92.894251443 20000.000
800.000 56.064389456 92.894095115 20000.000
801.000 56.064410538 92.893938724 20000.000
802.000 56.064431475 92.893782270 20000.000
803.000 56.064452266 92.893625753 20000.000
804.000 56.064472911 92.893469175 20000.000
805.000 56.064493410 92.893312536 20000.000
806.000 56.064513764 92.893155836 20000.000
807.000 56.064533971 92.892999075 20000.000
808.000 56.064554032 92.892842254 20000.000
809.000 56.064573947 92.892685374 20000.000
810.000 56.064593716 92.892528434 20000.000
811.000 56.064613338 92.892371436 20000.000
812.000 56.064632815 92.892214380 20000.000
813.000 56.064652145 92.892057265 20000.000
814.000 56.064671328 92.891900094 20000.000
815.000 56.064690365 92.891742865 20000.000
816.000 56.064709256 92.891585580 20000.000
817.000 56.064728000 92.891428238 20000.000
818.000 56.064746597 92.891270841 20000.000
819.000 56.064765048 92.891113389 20000.000
820.000 56.064783352 92.890955882 20000.000
821.000 56.064801509 92.890798320 20000.000
822.000 56.064819519 92.890640705 20000.000
823.000 56.064837383 92.890483036 20000.000
824.000 56.064855099 92.890325314 20000.000
825.000 56.064872669 92.890167540 20000.000
826.000 56.064890091 92.890009713 20000.000
827.000 56.064907367 92.889851835 20000.000
828.000 56.064924495 92.889693905 20000.000
829.000 56.064941476 92.889535925 20000.000
830.000 56.064958310 92.889377894 20000.000
831.000 56.064974997 92.889219813 20000.000
832.000 56.064991536 92.889061683 20000.000
833.000 56.065007929 92.888903503 20000.000
834.000 56.065024173 92.888745275 20000.000
835.000 56.065040270 92.888586999 20000.000
836.000 56.065056220 92.888428675 20000.000
837.000 56.065072022 92.888270303 20000.000
838.000 56.065087677 92.888111885 20000.000
839.000 56.065103184 92.887953420 20000.000
840.000 56.065118543 92.887794909 20000.000
841.000 56.065133755 92.887636353 20000.000
842.000 56.065148819 92.887477751 20000.000
843.000 56.065163735 92.887319105 20000.000
844.000 56.065178503 92.887160415 20000.000
845.000 56.065193124 92.887001680 20000.000
846.000 56.065207596 92.886842903 20000.000
847.000 56.065221921 92.886684082 20000.000
848.000 56.065236097 92.886525219 20000.000
849.000 56.065250126 92.886366314 20000.000
850.000 56.065264006 92.886207367 20000.000
851.000 56.065277738 92.886048380 20000.000
852.000 56.065291323 92.885889351 20000.000
853.000 56.065304758 92.885730282 20000.000
854.000 56.065318046 92.885571173 20000.000
855.000 56.065331186 92.885412025 20000.000
856.000 56.065344177 92.885252838 20000.000
857.000 56.065357020 92.885093613 20000.000
858.000 56.065369714 92.884934349 20000.000
859.000 56.065382260 92.884775048 20000.000
860.000 56.065394658 92.884615709 20000.000
861.000 56.065406907 92.884456334 20000.000
862.000 56.065419008 92.884296923 20000.000
863.000 56.065430960 92.884137475 20000.000
864.000 56.065442764 92.883977993 20000.000
865.000 56.065454419 92.883818475 20000.000
866.000 56.065465925 92.883658923 20000.000
867.000 56.065477283 92.883499336 20000.000
868.000 56.065488492 92.883339717 20000.000
869.000 56.065499552 92.883180063 20000.000
870.000 56.065510463 92.883020377 20000.000
871.000 56.065521226 92.882860659 20000.000
872.000 56.065531840 92.882700909 20000.000
873.000 56.065542305 92.882541128 20000.000
874.000 56.065552621 92.882381315 20000.000
875.000 56.065562788 92.882221472 20000.000
876.000 56.065572806 92.882061599 20000.000
877.000 56.065582675 92.881901696 20000.000
878.000 56.065592396 92.881741764 20000.000
879.000 56.065601967 92.881581804 20000.000
880.000 56.065611389 92.881421815 20000.000
881.000 56.065620662 92.881261798 20000.000
882.000 56.065629786 92.881101753 20000.000
883.000 56.065638761 92.880941682 20000.000
884.000 56.065647587 92.880781584 20000.000
885.000 56.065656264 92.880621460 20000.000
886.000 56.065664791 92.880461311 20000.000
887.000 56.065673169 92.880301136 20000.000
888.000 56.065681398 92.880140936 20000.000
889.000 56.065689478 92.879980713 20000.000
890.000 56.065697408 92.879820465 20000.000
891.000 56.065705189 92.879660194 20000.000
892.000 56.065712821 92.879499900 20000.000
893.000 56.065720303 92.879339583 20000.000
894.000 56.065727636 92.879179244 20000.000
895.000 56.065734820 92.879018884 20000.000
896.000 56.065741854 92.878858502 20000.000
897.000 56.065748739 92.878698100 20000.000
898.000 56.065755474 92.878537677 20000.000
899.000 56.065762060 92.878377235 20000.000
900.000 56.065768496 92.878216773 20000.000
901.000 56.065774783 92.878056292 20000.000
902.000 56.065780920 92.877895793 20000.000
903.000 56.065786908 92.877735275 20000.000
904.000 56.065792746 92.877574740 20000.000
905.000 56.065798434 92.877414188 20000.000
906.000 56.065803973 92.877253619 20000.000
907.000 56.065809363 92.877093034 20000.000
908.000 56.065814602 92.876932433 20000.000
909.000 56.065819693 92.876771816 20000.000
910.000 56.065824633 92.876611185 20000.000
911.000 56.065829424 92.876450539 20000.000
912.000 56.065834065 92.876289879 20000.000
913.000 56.065838556 92.876129205 20000.000
914.000 56.065842898 92.875968518 20000.000
915.000 56.065847090 92.875807819 20000.000
916.000 56.065851132 92.875647107 20000.000
917.000 56.065855025 92.875486383 20000.000
918.000 56.065858768 92.875325648 20000.000
919.000 56.065862361 92.875164902 20000.000
920.000 56.065865804 92.875004146 20000.000
921.000 56.065869097 92.874843379 20000.000
922.000 56.065872241 92.874682603 20000.000
923.000 56.065875235 92.874521818 20000.000
924.000 56.065878079 92.874361024 20000.000
925.000 56.065880773 92.874200222 20000.000
926.000 56.065883317 92.874039412 20000.000
927.000 56.065885712 92.873878594 20000.000
928.000 56.065887957 92.873717770 20000.000
929.000 56.065890052 92.873556939 20000.000
930.000 56.065891997 92.873396103 20000.000
931.000 56.065893792 92.873235260 20000.000
932.000 56.065895437 92.873074413 20000.000
933.000 56.065896933 92.872913561 20000.000
934.000 56.065898278 92.872752704 20000.000
935.000 56.065899474 92.872591844 20000.000
936.000 56.065900520 92.872430980 20000.000
937.000 56.065901416 92.872270114 20000.000
938.000 56.065902162 92.872109245 20000.000
939.000 56.065902758 92.871948374 20000.000
940.000 56.065903204 92.871787502 20000.000
941.000 56.065903501 92.871626628 20000.000
942.000 56.065903647 92.871465754 20000.000
943.000 56.065903644 92.871304880 20000.000
944.000 56.065903491 92.871144005 20000.000
945.000 56.065903188 92.870983132 20000.000
946.000 56.065902735 92.870822260 20000.000
947.000 56.065902132 92.870661389 20000.000
948.000 56.065901379 92.870500520 20000.000
949.000 56.065900477 92.870339654 20000.000
950.000 56.065899424 92.870178790 20000.000
951.000 56.065898222 92.870017930 20000.000
952.000 56.065896869 92.869857074 20000.000
953.000 56.065895367 92.869696222 20000.000
954.000 56.065893715 92.869535375 20000.000
955.000 56.065891913 92.869374533 20000.000
956.000 56.065889962 92.869213696 20000.000
957.000 56.065887860 92.869052866 20000.000
958.000 56.065885609 92.868892042 20000.000
959.000 56.065883208 92.868731225 20000.000
960.000 56.065880656 92.868570415 20000.000
961.000 56.065877956 92.868409613 20000.000
962.000 56.065875105 92.868248820 20000.000
963.000 56.065872104 92.868088035 20000.000
964.000 56.065868954 92.867927259 20000.000
965.000 56.065865654 92.867766493 20000.000
966.000 56.065862204 92.867605737 20000.000
967.000 56.065858604 92.867444992 20000.000
968.000 56.065854855 92.867284257 20000.000
969.000 56.065850956 92.867123534 20000.000
970.000 56.065846907 92.866962823 20000.000
971.000 56.065842708 92.866802124 20000.000
972.000 56.065838360 92.866641437 20000.000
973.000 56.065833862 92.866480764 20000.000
974.000 56.065829214 92.866320105 20000.000
975.000 56.065824417 92.866159459 20000.000
976.000 56.065819470 92.865998829 20000.000
977.000 56.065814373 92.865838213 20000.000
978.000 56.065809127 92.865677612 20000.000
979.000 56.065803731 92.865517028 20000.000
980.000 56.065798185 92.865356460 20000.000
981.000 56.065792490 92.865195908 20000.000
982.000 56.065786645 92.865035374 20000.000
983.000 56.065780651 92.864874857 20000.000
984.000 56.065774507 92.864714359 20000.000
985.000 56.065768213 92.864553879 20000.000
986.000 56.065761770 92.864393418 20000.000
987.000 56.065755178 92.864232976 20000.000
988.000 56.065748436 92.864072554 20000.000
989.000 56.065741545 92.863912153 20000.000
990.000 56.065734504 92.863751772 20000.000
991.000 56.065727314 92.863591413 20000.000
992.000 56.065719974 92.863431075 20000.000
993.000 56.065712485 92.863270759 20000.000
994.000 56.065704847 92.863110466 20000.000
995.000 56.065697059 92.862950196 20000.000
996.000 56.065689122 92.862789950 20000.000
997.000 56.065681036 92.862629727 20000.000
998.000 56.065672800 92.862469528 20000.000
999.000 56.065664416 92.862309355 20000.000
1000.000 56.065655882 92.862149206 20000.000
1001.000 56.065647198 92.861989083 20000.000
1002.000 56.065638366 92.861828987 20000.000
1003.000 56.065629384 92.861668917 20000.000
1004.000 56.065620254 92.861508874 20000.000
1005.000 56.065610974 92.861348858 20000.000
1006.000 56.065601545 92.861188870 20000.000
1007.000 56.065591967 92.861028911 20000.000
1008.000 56.065582240 92.860868980 20000.000
1009.000 56.065572364 92.860709078 20000.000
1010.000 56.065562340 92.860549207 20000.000
1011.000 56.065552166 92.860389365 20000.000
1012.000 56.065541843 92.860229554 20000.000
1013.000 56.065531372 92.860069774 20000.000
1014.000 56.065520751 92.859910025 20000.000
1015.000 56.065509982 92.859750308 20000.000
1016.000 56.065499064 92.859590624 20000.000
1017.000 56.065487997 92.859430972 20000.000
1018.000 56.065476781 92.859271354 20000.000
1019.000 56.065465417 92.859111769 20000.000
1020.000 56.065453904 92.858952218 20000.000
1021.000 56.065442243 92.858792702 20000.000
1022.000 56.065430432 92.858633221 20000.000
1023.000 56.065418474 92.858473775 20000.000
1024.000 56.065406366 92.858314365 20000.000
1025.000 56.065394111 92.858154992 20000.000
1026.000 56.065381706 92.857995655 20000.000
1027.000 56.065369154 92.857836355 20000.000
1028.000 56.065356453 92.857677093 20000.000
1029.000 56.065343603 92.857517870 20000.000
1030.000 56.065330605 92.857358684 20000.000
1031.000 56.065317459 92.857199538 20000.000
1032.000 56.065304165 92.857040431 20000.000
1033.000 56.065290722 92.856881364 20000.000
1034.000 56.065277132 92.856722337 20000.000
1035.000 56.065263393 92.856563351 20000.000
1036.000 56.065249506 92.856404406 20000.000
1037.000 56.065235471 92.856245503 20000.000
1038.000 56.065221288 92.856086642 20000.000
1039.000 56.065206956 92.855927823 20000.000
1040.000 56.065192477 92.855769047 20000.000
1041.000 56.065177850 92.855610315 20000.000
1042.000 56.065163076 92.855451627 20000.000
1043.000 56.065148153 92.855292982 20000.000
1044.000 56.065133083 92.855134383 20000.000
1045.000 56.065117864 92.854975829 20000.000
1046.000 56.065102498 92.854817320 20000.000
1047.000 56.065086985 92.854658857 20000.000
1048.000 56.065071324 92.854500441 20000.000
1049.000 56.065055515 92.854342071 20000.000
1050.000 56.065039559 92.854183749 20000.000
1051.000 56.065023455 92.854025475 20000.000
1052.000 56.065007204 92.853867249 20000.000
1053.000 56.064990805 92.853709072 20000.000
1054.000 56.064974259 92.853550944 20000.000
1055.000 56.064957566 92.853392865 20000.000
1056.000 56.064940725 92.853234836 20000.000
1057.000 56.064923738 92.853076858 20000.000
1058.000 56.064906603 92.852918931 20000.000
1059.000 56.064889321 92.852761055 20000.000
1060.000 56.064871892 92.852603230 20000.000
1061.000 56.064854316 92.852445458 20000.000
1062.000 56.064836593 92.852287739 20000.000
1063.000 56.064818723 92.852130072 20000.000
1064.000 56.064800706 92.851972459 20000.000
1065.000 56.064782542 92.851814900 20000.000
1066.000 56.064764231 92.851657396 20000.000
1067.000 56.064745774 92.851499946 20000.000
1068.000 56.064727170 92.851342551 20000.000
1069.000 56.064708420 92.851185212 20000.000
1070.000 56.064689523 92.851027930 20000.000
1071.000 56.064670479 92.850870703 20000.000
1072.000 56.064651289 92.850713534 20000.000
1073.000 56.064631953 92.850556422 20000.000
1074.000 56.064612470 92.850399368 20000.000
1075.000 56.064592841 92.850242373 20000.000
1076.000 56.064573066 92.850085436 20000.000
1077.000 56.064553144 92.849928558 20000.000
1078.000 56.064533077 92.849771740 20000.000
1079.000 56.064512863 92.849614982 20000.000
1080.000 56.064492503 92.849458284 20000.000
1081.000 56.064471997 92.849301648 20000.000
1082.000 56.064451346 92.849145073 20000.000
1083.000 56.064430548 92.848988559 20000.000
1084.000 56.064409605 92.848832108 20000.000
1085.000 56.064388516 92.848675719 20000.000
1086.000 56.064367281 92.848519394 20000.000
1087.000 56.064345901 92.848363132 20000.000
1088.000 56.064324375 92.848206934 20000.000
1089.000 56.064302704 92.848050800 20000.000
1090.000 56.064280887 92.847894731 20000.000
1091.000 56.064258925 92.847738727 20000.000
1092.000 56.064236817 92.847582790 20000.000
1093.000 56.064214564 92.847426918 20000.000
1094.000 56.064192166 92.847271113 20000.000
1095.000 56.064169623 92.847115374 20000.000
1096.000 56.064146935 92.846959704 20000.000
1097.000 56.064124102 92.846804101 20000.000
1098.000 56.064101124 92.846648566 20000.000
1099.000 56.064078001 92.846493100 20000.000
1100.000 56.064054733 92.846337704 20000.000
1101.000 56.064031321 92.846182376 20000.000
1102.000 56.064007763 92.846027119 20000.000
1103.000 56.063984062 92.845871933 20000.000
1104.000 56.063960215 92.845716817 20000.000
1105.000 56.063936224 92.845561772 20000.000
1106.000 56.063912089 92.845406800 20000.000
1107.000 56.063887809 92.845251899 20000.000
1108.000 56.063863385 92.845097071 20000.000
1109.000 56.063838817 92.844942316 20000.000
1110.000 56.063814105 92.844787635 20000.000
1111.000 56.063789248 92.844633027 20000.000
1112.000 56.063764248 92.844478494 20000.000
1113.000 56.063739103 92.844324035 20000.000
1114.000 56.063713815 92.844169652 20000.000
1115.000 56.063688383 92.844015344 20000.000
1116.000 56.063662807 92.843861113 20000.000
1117.000 56.063637088 92.843706957 20000.000
1118.000 56.063611225 92.843552879 20000.000
1119.000 56.063585218 92.843398878 20000.000
1120.000 56.063559068 92.843244955 20000.000
1121.000 56.063532775 92.843091110 20000.000
1122.000 56.063506338 92.842937343 20000.000
1123.000 56.063479758 92.842783656 20000.000
1124.000 56.063453035 92.842630048 20000.000
1125.000 56.063426169 92.842476520 20000.000
1126.000 56.063399160 92.842323072 20000.000
1127.000 56.063372008 92.842169705 20000.000
1128.000 56.063344713 92.842016419 20000.000
1129.000 56.063317275 92.841863215 20000.000
1130.000 56.063289695 92.841710092 20000.000
1131.000 56.063261972 92.841557053 20000.000
1132.000 56.063234106 92.841404096 20000.000
1133.000 56.063206098 92.841251222 20000.000
1134.000 56.063177948 92.841098432 20000.000
1135.000 56.063149655 92.840945726 20000.000
1136.000 56.063121220 92.840793105 20000.000
1137.000 56.063092643 92.840640569 20000.000
1138.000 56.063063924 92.840488118 20000.000
1139.000 56.063035062 92.840335753 20000.000
1140.000 56.063006059 92.840183474 20000.000
1141.000 56.062976914 92.840031282 20000.000
1142.000 56.062947627 92.839879177 20000.000
1143.000 56.062918199 92.839727160 20000.000
1144.000 56.062888629 92.839575230 20000.000
1145.000 56.062858917 92.839423389 20000.000
1146.000 56.062829064 92.839271637 20000.000
1147.000 56.062799070 92.839119974 20000.000
1148.000 56.062768935 92.838968400 20000.000
1149.000 56.062738658 92.838816917 20000.000
1150.000 56.062708240 92.838665524 20000.000
1151.000 56.062677681 92.838514222 20000.000
1152.000 56.062646981 92.838363011 20000.000
1153.000 56.062616141 92.838211892 20000.000
1154.000 56.062585159 92.838060865 20000.000
1155.000 56.062554037 92.837909931 20000.000
1156.000 56.062522775 92.837759090 20000.000
1157.000 56.062491372 92.837608342 20000.000
1158.000 56.062459828 92.837457688 20000.000
1159.000 56.062428144 92.837307128 20000.000
1160.000 56.062396320 92.837156663 20000.000
1161.000 56.062364356 92.837006293 20000.000
1162.000 56.062332252 92.836856018 20000.000
1163.000 56.062300007 92.836705840 20000.000
1164.000 56.062267623 92.836555758 20000.000
1165.000 56.062235099 92.836405772 20000.000
1166.000 56.062202436 92.836255884 20000.000
1167.000 56.062169633 92.836106093 20000.000
1168.000 56.062136690 92.835956401 20000.000
1169.000 56.062103608 92.835806806 20000.000
1170.000 56.062070386 92.835657311 20000.000
1171.000 56.062037025 92.835507915 20000.000
1172.000 56.062003526 92.835358618 20000.000
1173.000 56.061969887 92.835209422 20000.000
1174.000 56.061936109 92.835060326 20000.000
1175.000 56.061902192 92.834911331 20000.000
1176.000 56.061868137 92.834762437 20000.000
1177.000 56.061833942 92.834613645 20000.000
1178.000 56.061799610 92.834464955 20000.000
1179.000 56.061765138 92.834316368 20000.000
1180.000 56.061730529 92.834167884 20000.000
1181.000 56.061695781 92.834019503 20000.000
1182.000 56.061660895 92.833871226 20000.000
1183.000 56.061625870 92.833723053 20000.000
1184.000 56.061590708 92.833574985 20000.000
1185.000 56.061555408 92.833427022 20000.000
1186.000 56.061519970 92.833279164 20000.000
1187.000 56.061484394 92.833131412 20000.000
1188.000 56.061448681 92.832983767 20000.000
1189.000 56.061412830 92.832836228 20000.000
1190.000 56.061376842 92.832688796 20000.000
1191.000 56.061340716 92.832541472 20000.000
1192.000 56.061304454 92.832394255 20000.000
1193.000 56.061268054 92.832247147 20000.000
1194.000 56.061231517 92.832100148 20000.000
1195.000 56.061194843 92.831953258 20000.000
1196.000 56.061158033 92.831806477 20000.000
1197.000 56.061121085 92.831659806 20000.000
1198.000 56.061084002 92.831513246 20000.000
1199.000 56.061046781 92.831366796 20000.000
1200.000 56.061009424 92.831220458 20000.000
1201.000 56.060971931 92.831074231 20000.000
1202.000 56.060934302 92.830928116 20000.000
1203.000 56.060896537 92.830782114 20000.000
1204.000 56.060858635 92.830636224 20000.000
1205.000 56.060820598 92.830490448 20000.000
1206.000 56.060782425 92.830344785 20000.000
1207.000 56.060744117 92.830199236 20000.000
1208.000 56.060705673 92.830053801 20000.000
1209.000 56.060667093 92.829908482 20000.000
1210.000 56.060628378 92.829763277 20000.000
1211.000 56.060589528 92.829618189 20000.000
1212.000 56.060550543 92.829473216 20000.000
1213.000 56.060511422 92.829328360 20000.000
1214.000 56.060472167 92.829183620 20000.000
1215.000 56.060432777 92.829038998 20000.000
1216.000 56.060393252 92.828894493 20000.000
1217.000 56.060353593 92.828750107 20000.000
1218.000 56.060313799 92.828605839 20000.000
1219.000 56.060273871 92.828461689 20000.000
1220.000 56.060233809 92.828317659 20000.000
1221.000 56.060193612 92.828173749 20000.000
1222.000 56.060153282 92.828029959 20000.000
1223.000 56.060112817 92.827886289 20000.000
1224.000 56.060072219 92.827742740 20000.000
1225.000 56.060031487 92.827599312 20000.000
1226.000 56.059990621 92.827456006 20000.000
1227.000 56.059949622 92.827312821 20000.000
1228.000 56.059908490 92.827169760 20000.000
1229.000 56.059867224 92.827026821 20000.000
1230.000 56.059825826 92.826884005 20000.000
1231.000 56.059784294 92.826741313 20000.000
1232.000 56.059742630 92.826598745 20000.000
1233.000 56.059700832 92.826456302 20000.000
1234.000 56.059658902 92.826313983 20000.000
1235.000 56.059616840 92.826171789 20000.000
1236.000 56.059574645 92.826029721 20000.000
1237.000 56.059532317 92.825887779 20000.000
1238.000 56.059489858 92.825745964 20000.000
1239.000 56.059447266 92.825604275 20000.000
1240.000 56.059404543 92.825462713 20000.000
1241.000 56.059361688 92.825321279 20000.000
1242.000 56.059318701 92.825179973 20000.000
1243.000 56.059275582 92.825038795 20000.000
1244.000 56.059232332 92.824897746 20000.000
1245.000 56.059188950 92.824756827 20000.000
1246.000 56.059145438 92.824616036 20000.000
1247.000 56.059101794 92.824475376 20000.000
1248.000 56.059058019 92.824334846 20000.000
1249.000 56.059014113 92.824194446 20000.000
1250.000 56.058970077 92.824054178 20000.000
1251.000 56.058925910 92.823914041 20000.000
1252.000 56.058881612 92.823774037 20000.000
1253.000 56.058837184 92.823634164 20000.000
1254.000 56.058792626 92.823494424 20000.000
1255.000 56.058747938 92.823354817 20000.000
1256.000 56.058703120 92.823215343 20000.000
1257.000 56.058658171 92.823076004 20000.000
1258.000 56.058613093 92.822936798 20000.000
1259.000 56.058567886 92.822797727 20000.000
1260.000 56.058522549 92.822658791 20000.000
1261.000 56.058477082 92.822519991 20000.000
1262.000 56.058431486 92.822381326 20000.000
1263.000 56.058385761 92.822242797 20000.000
1264.000 56.058339908 92.822104405 20000.000
1265.000 56.058293925 92.821966150 20000.000
1266.000 56.058247813 92.821828032 20000.000
1267.000 56.058201573 92.821690052 20000.000
1268.000 56.058155204 92.821552209 20000.000
1269.000 56.058108707 92.821414506 20000.000
1270.000 56.058062082 92.821276941 20000.000
1271.000 56.058015329 92.821139515 20000.000
1272.000 56.057968448 92.821002228 20000.000
1273.000 56.057921438 92.820865082 20000.000
1274.000 56.057874302 92.820728076 20000.000
1275.000 56.057827037 92.820591211 20000.000
1276.000 56.057779645 92.820454487 20000.000
1277.000 56.057732126 92.820317904 20000.000
1278.000 56.057684480 92.820181464 20000.000
1279.000 56.057636706 92.820045165 20000.000
1280.000 56.057588806 92.819909009 20000.000
1281.000 56.057540779 92.819772996 20000.000
1282.000 56.057492625 92.819637127 20000.000
1283.000 56.057444344 92.819501401 20000.000
1284.000 56.057395938 92.819365819 20000.000
1285.000 56.057347405 92.819230382 20000.000
1286.000 56.057298745 92.819095090 20000.000
1287.000 56.057249960 92.818959943 20000.000
1288.000 56.057201049 92.818824942 20000.000
1289.000 56.057152013 92.818690087 20000.000
1290.000 56.057102850 92.818555378 20000.000
1291.000 56.057053563 92.818420815 20000.000
1292.000 56.057004150 92.818286400 20000.000
1293.000 56.056954612 92.818152133 20000.000
1294.000 56.056904948 92.818018013 20000.000
1295.000 56.056855160 92.817884042 20000.000
1296.000 56.056805248 92.817750219 20000.000
1297.000 56.056755210 92.817616545 20000.000
1298.000 56.056705048 92.817483021 20000.000
1299.000 56.056654762 92.817349646 20000.000
1300.000 56.056604352 92.817216422 20000.000
1301.000 56.056553817 92.817083348 20000.000
1302.000 56.056503159 92.816950424 20000.000
1303.000 56.056452376 92.816817652 20000.000
